instance_name,provider,region,vcpus,memory_gb,storage_gb,storage_type,hourly_cost,monthly_cost,spot_price,currency,instance_family,network_performance,last_updated
i4i.metal,AWS,Asia Pacific (Malaysia),128,1024.0,8,8 x 3750 NVMe SSD,11.848,8649.04,,USD,Storage optimized,75000 Megabit,2025-08-27 14:43:35.521916
r6id.32xlarge,AWS,Canada West (Calgary),128,1024.0,4,4 x 1900 NVMe SSD,10.6176,7750.848,,USD,Memory optimized,50000 Megabit,2025-08-27 14:43:35.522012
x2iedn.xlarge,AWS,US West (N. California),4,128.0,1,1 x 118 NVMe SSD,1.08375,791.1375,,USD,Memory optimized,Up to 25 Gigabit,2025-08-27 14:43:35.522106
r5.4xlarge,AWS,Canada West (Calgary),16,128.0,0,EBS only,1.104,805.9200000000001,,USD,Memory optimized,Up to 10 Gigabit,2025-08-27 14:43:35.522199
m6i.2xlarge,AWS,EU (Ireland),8,32.0,0,EBS only,0.428,312.44,,USD,General purpose,Up to 12500 Megabit,2025-08-27 14:43:35.522292
c7a.2xlarge,AWS,Asia Pacific (Tokyo),8,16.0,0,EBS only,0.5168,377.264,,USD,Compute optimized,Up to 12500 Megabit,2025-08-27 14:43:35.522384
c8g.24xlarge,AWS,Asia Pacific (Sydney),96,192.0,0,EBS only,4.9824,3637.152,,USD,Compute optimized,40 Gigabit,2025-08-27 14:43:35.522480
r5dn.large,AWS,Asia Pacific (Singapore),2,16.0,1,1 x 75 NVMe SSD,0.2,146.0,,USD,Memory optimized,Up to 25 Gigabit,2025-08-27 14:43:35.522574
m6id.24xlarge,AWS,Asia Pacific (Sydney),96,384.0,4,4 x 1425 NVMe SSD,7.1568,5224.464,,USD,General purpose,37500 Megabit,2025-08-27 14:43:35.522667
c5d.12xlarge,AWS,US East (Dallas),48,96.0,2,2 x 900 NVMe SSD,2.88,2102.4,,USD,Compute optimized,12 Gigabit,2025-08-27 14:43:35.522704
c6gn.4xlarge,AWS,EU (Ireland),16,32.0,0,EBS only,0.7808,569.984,,USD,Compute optimized,25 Gigabit,2025-08-27 14:43:35.522791
m6a.large,AWS,South America (Sao Paulo),2,8.0,0,EBS only,0.1377,100.52099999999999,,USD,General purpose,Up to 12500 Megabit,2025-08-27 14:43:35.522890
r5.12xlarge,AWS,US West (Los Angeles),48,384.0,0,EBS only,3.629,2649.17,,USD,Memory optimized,10 Gigabit,2025-08-27 14:43:35.522925
m7g.4xlarge,AWS,Canada (Central),16,64.0,0,EBS only,0.7277,531.221,,USD,General purpose,Up to 15 Gigabit,2025-08-27 14:43:35.523014
m7i-flex.16xlarge,AWS,Asia Pacific (Seoul),64,256.0,0,EBS only,3.76672,2749.7056,,USD,General purpose,Up to 25000 Megabit,2025-08-27 14:43:35.523110
r7iz.12xlarge,AWS,EU (Frankfurt),48,384.0,0,EBS only,5.4,3942.0000000000005,,USD,Memory optimized,25000 Megabit,2025-08-27 14:43:35.523203
m5d.24xlarge,AWS,Asia Pacific (Hong Kong),96,384.0,4,4 x 900 NVMe SSD,7.44,5431.200000000001,,USD,General purpose,25 Gigabit,2025-08-27 14:43:35.523297
c5n.9xlarge,AWS,Asia Pacific (Hong Kong),36,96.0,0,EBS only,2.574,1879.02,,USD,Compute optimized,50 Gigabit,2025-08-27 14:43:35.523389
r6g.2xlarge,AWS,AWS GovCloud (US-West),8,64.0,0,EBS only,0.4832,352.736,,USD,Memory optimized,Up to 10 Gigabit,2025-08-27 14:43:35.523480
r5.large,AWS,AWS GovCloud (US-East),2,16.0,0,EBS only,0.151,110.22999999999999,,USD,Memory optimized,Up to 10 Gigabit,2025-08-27 14:43:35.523572
g6.4xlarge,AWS,Europe (Spain),16,64.0,1,1 x 600 GB NVMe SSD,1.39423,1017.7879,,USD,GPU instance,Up to 25 Gigabit,2025-08-27 14:43:35.523665
c6i.16xlarge,AWS,Asia Pacific (Thailand),64,128.0,0,EBS only,2.6656,1945.888,,USD,Compute optimized,25000 Megabit,2025-08-27 14:43:35.523763
m7g.metal,AWS,EU (Stockholm),64,256.0,0,EBS only,2.7744,2025.312,,USD,General purpose,30 Gigabit,2025-08-27 14:43:35.523854
m7i-flex.xlarge,AWS,US West (Oregon),4,16.0,0,EBS only,0.19152,139.8096,,USD,General purpose,Up to 12500 Megabit,2025-08-27 14:43:35.523951
g4dn.16xlarge,AWS,US East (N. Virginia),64,256.0,900,900 GB NVMe SSD,4.352,3176.96,,USD,GPU instance,50 Gigabit,2025-08-27 14:43:35.524043
c7a.16xlarge,AWS,US West (Oregon),64,128.0,0,EBS only,3.28448,2397.6704,,USD,Compute optimized,25000 Megabit,2025-08-27 14:43:35.524135
m6idn.12xlarge,AWS,Asia Pacific (Sydney),48,192.0,2,2 x 1425 NVMe SSD,4.82976,3525.7248000000004,,USD,General purpose,75000 Megabit,2025-08-27 14:43:35.524227
m7g.4xlarge,AWS,Israel (Tel Aviv),16,64.0,0,EBS only,0.764,557.72,,USD,General purpose,Up to 15 Gigabit,2025-08-27 14:43:35.524320
m7i.8xlarge,AWS,US West (Oregon),32,128.0,0,EBS only,1.6128,1177.344,,USD,General purpose,12500 Megabit,2025-08-27 14:43:35.524415
g3.8xlarge,AWS,US East (Ohio),32,244.0,0,EBS only,2.28,1664.3999999999999,,USD,GPU instance,10 Gigabit,2025-08-27 14:43:35.524449
d2.2xlarge,AWS,Middle East (Bahrain),8,61.0,6,6 x 2000 HDD,1.617,1180.41,,USD,Storage optimized,High,2025-08-27 14:43:35.524537
r6g.metal,AWS,Asia Pacific (Jakarta),64,512.0,0,EBS only,3.8912,2840.576,,USD,Memory optimized,25 Gigabit,2025-08-27 14:43:35.524635
c6g.medium,AWS,Israel (Tel Aviv),1,2.0,0,EBS only,0.0383,27.959,,USD,Compute optimized,Up to 10 Gigabit,2025-08-27 14:43:35.524728
r6gd.16xlarge,AWS,EU (Paris),64,512.0,2,2 x 1900 NVMe SSD,4.3264,3158.2719999999995,,USD,Memory optimized,25 Gigabit,2025-08-27 14:43:35.524819
i3.16xlarge,AWS,US East (N. Virginia),64,488.0,8,8 x 1900 NVMe SSD,4.992,3644.16,,USD,Storage optimized,20 Gigabit,2025-08-27 14:43:35.524911
m5a.large,AWS,EU (Frankfurt),2,8.0,0,EBS only,0.104,75.92,,USD,General purpose,Up to 10 Gigabit,2025-08-27 14:43:35.525002
m7i-flex.8xlarge,AWS,South America (Sao Paulo),32,128.0,0,EBS only,2.44192,1782.6016,,USD,General purpose,Up to 12500 Megabit,2025-08-27 14:43:35.525157
m5.8xlarge,AWS,South America (Sao Paulo),32,128.0,0,EBS only,2.448,1787.04,,USD,General purpose,10 Gigabit,2025-08-27 14:43:35.525384
c5.2xlarge,AWS,New Zealand (Auckland),8,16.0,0,EBS only,0.599,437.27,,USD,Compute optimized,Up to 10 Gigabit,2025-08-27 14:43:35.525428
x1e.32xlarge,AWS,Asia Pacific (Sydney),128,3904.0,2,2 x 1920 SSD,38.688,28242.24,,USD,Memory optimized,25 Gigabit,2025-08-27 14:43:35.525525
c5.2xlarge,AWS,Morocco (Casablanca),8,16.0,0,EBS only,0.461,336.53000000000003,,USD,Compute optimized,Up to 10 Gigabit,2025-08-27 14:43:35.525561
r5a.4xlarge,AWS,Asia Pacific (Mumbai),16,128.0,0,EBS only,0.572,417.55999999999995,,USD,Memory optimized,Up to 10 Gigabit,2025-08-27 14:43:35.525654
r3.xlarge,AWS,Asia Pacific (Mumbai),4,30.5,1,1 x 80 SSD,0.379,276.67,,USD,Memory optimized,Moderate,2025-08-27 14:43:35.525751
r5b.2xlarge,AWS,Asia Pacific (Sydney),8,64.0,0,EBS only,0.724,528.52,,USD,Memory optimized,Up to 10 Gigabit,2025-08-27 14:43:35.525848
g6.xlarge,AWS,Asia Pacific (Tokyo),4,16.0,1,1 x 250 GB NVMe SSD,1.1672,852.056,,USD,GPU instance,Up to 10 Gigabit,2025-08-27 14:43:35.525944
i3.2xlarge,AWS,Europe (Spain),8,61.0,1,1 x 1900 NVMe SSD,0.688,502.23999999999995,,USD,Storage optimized,Up to 10 Gigabit,2025-08-27 14:43:35.526039
m6g.large,AWS,Asia Pacific (Singapore),2,8.0,0,EBS only,0.096,70.08,,USD,General purpose,Up to 10 Gigabit,2025-08-27 14:43:35.526133
r8gd.48xlarge,AWS,Europe (Spain),192,1536.0,6,6 x 1900 NVMe SSD,15.6768,11444.064,,USD,Memory optimized,50 Gigabit,2025-08-27 14:43:35.526221
m8g.metal-48xl,AWS,US East (Ohio),192,768.0,0,EBS only,8.61696,6290.380800000001,,USD,General purpose,50 Gigabit,2025-08-27 14:43:35.526311
i2.4xlarge,AWS,US East (N. Virginia),16,122.0,4,4 x 800 SSD,3.41,2489.3,,USD,Storage optimized,High,2025-08-27 14:43:35.526404
r5d.xlarge,AWS,US West (Oregon),4,32.0,1,1 x 150 NVMe SSD,0.288,210.23999999999998,,USD,Memory optimized,Up to 10 Gigabit,2025-08-27 14:43:35.526505
c8gd.24xlarge,AWS,US East (N. Virginia),96,192.0,3,3 x 1900 NVMe SSD,4.70304,3433.2191999999995,,USD,Compute optimized,40 Gigabit,2025-08-27 14:43:35.526539
t3.xlarge,AWS,Middle East (Bahrain),4,16.0,0,EBS only,0.2006,146.438,,USD,General purpose,Up to 5 Gigabit,2025-08-27 14:43:35.526627
r7gd.2xlarge,AWS,Israel (Tel Aviv),8,64.0,1,1 x 475 NVMe SSD,0.635,463.55,,USD,Memory optimized,Up to 15 Gigabit,2025-08-27 14:43:35.526727
r6a.large,AWS,US East (Ohio),2,16.0,0,EBS only,0.1134,82.782,,USD,Memory optimized,Up to 12500 Megabit,2025-08-27 14:43:35.526821
im4gn.xlarge,AWS,US East (Ohio),4,16.0,1,1 x 1875 SSD,0.36379,265.5667,,USD,Storage optimized,Up to 25 Gigabit,2025-08-27 14:43:35.526915
c5d.2xlarge,AWS,US East (Houston),8,16.0,1,1 x 200 NVMe SSD,0.48,350.4,,USD,Compute optimized,Up to 10 Gigabit,2025-08-27 14:43:35.526950
r6idn.32xlarge,AWS,Asia Pacific (Tokyo),128,1024.0,4,4 x 1900 NVMe SSD,15.20064,11096.4672,,USD,Memory optimized,200000 Megabit,2025-08-27 14:43:35.527040
r5dn.2xlarge,AWS,EU (Stockholm),8,64.0,1,1 x 300 NVMe SSD,0.708,516.8399999999999,,USD,Memory optimized,Up to 25 Gigabit,2025-08-27 14:43:35.527136
im4gn.8xlarge,AWS,US West (Oregon),32,128.0,2,2 x 7500 SSD,2.91034,2124.5482,,USD,Storage optimized,50 Gigabit,2025-08-27 14:43:35.527229
r8g.xlarge,AWS,Asia Pacific (Singapore),4,32.0,0,EBS only,0.28424,207.49519999999998,,USD,Memory optimized,Up to 12.5 Gigabit,2025-08-27 14:43:35.527322
m6gd.4xlarge,AWS,Asia Pacific (Mumbai),16,64.0,1,1 x 950 NVMe SSD,0.4832,352.736,,USD,General purpose,Up to 10 Gigabit,2025-08-27 14:43:35.527415
i3en.2xlarge,AWS,EU (Ireland),8,64.0,2,2 x 2500 NVMe SSD,1.0,730.0,,USD,Storage optimized,Up to 25 Gigabit,2025-08-27 14:43:35.527509
m5.xlarge,AWS,Asia Pacific (Osaka),4,16.0,0,EBS only,0.248,181.04,,USD,General purpose,Up to 10 Gigabit,2025-08-27 14:43:35.527600
t3.medium,AWS,Europe (Spain),2,4.0,0,EBS only,0.0456,33.288000000000004,,USD,General purpose,Up to 5 Gigabit,2025-08-27 14:43:35.527692
r5d.large,AWS,Europe (Spain),2,16.0,1,1 x 75 NVMe SSD,0.16,116.8,,USD,Memory optimized,Up to 10 Gigabit,2025-08-27 14:43:35.527783
g4dn.12xlarge,AWS,Africa (Cape Town),48,192.0,900,900 GB NVMe SSD,5.19,3788.7000000000003,,USD,GPU instance,50 Gigabit,2025-08-27 14:43:35.527879
c8gd.metal-48xl,AWS,US West (Oregon),192,384.0,6,6 x 1900 NVMe SSD,9.40608,6866.438399999999,,USD,Compute optimized,50 Gigabit,2025-08-27 14:43:35.527914
c7a.4xlarge,AWS,US East (N. Virginia),16,32.0,0,EBS only,0.82112,599.4176,,USD,Compute optimized,Up to 12500 Megabit,2025-08-27 14:43:35.528000
c5a.large,AWS,Asia Pacific (Tokyo),2,4.0,0,EBS only,0.096,70.08,,USD,Compute optimized,Up to 10 Gigabit,2025-08-27 14:43:35.528099
r7a.12xlarge,AWS,Asia Pacific (Tokyo),48,384.0,0,EBS only,4.40496,3215.6208,,USD,Memory optimized,18750 Megabit,2025-08-27 14:43:35.528191
i7ie.48xlarge,AWS,EU (Stockholm),192,1536.0,16,16 x 7500 NVMe SSD,26.1648,19100.304,,USD,Storage optimized,100 Gigabit,2025-08-27 14:43:35.528226
m7gd.12xlarge,AWS,US East (Ohio),48,192.0,2,2 x 1425 NVMe SSD,2.5628,1870.844,,USD,General purpose,22500 Megabit,2025-08-27 14:43:35.528314
c6id.4xlarge,AWS,EU (London),16,32.0,1,1 x 950 NVMe SSD,0.966,705.18,,USD,Compute optimized,Up to 12500 Megabit,2025-08-27 14:43:35.528416
r5.2xlarge,AWS,US East (Verizon) - Minneapolis,8,64.0,0,EBS only,0.68,496.40000000000003,,USD,Memory optimized,Up to 10 Gigabit,2025-08-27 14:43:35.528451
c6a.large,AWS,South America (Sao Paulo),2,4.0,0,EBS only,0.1179,86.06700000000001,,USD,Compute optimized,Up to 12500 Megabit,2025-08-27 14:43:35.528543
r7g.xlarge,AWS,EU (London),4,32.0,0,EBS only,0.2516,183.668,,USD,Memory optimized,Up to 12500 Megabit,2025-08-27 14:43:35.528639
c7i.4xlarge,AWS,Europe (Spain),16,32.0,0,EBS only,0.766,559.1800000000001,,USD,Compute optimized,Up to 12500 Megabit,2025-08-27 14:43:35.528731
r7g.12xlarge,AWS,EU (Stockholm),48,384.0,0,EBS only,2.7336,1995.528,,USD,Memory optimized,22500 Megabit,2025-08-27 14:43:35.528822
r7g.8xlarge,AWS,Asia Pacific (Singapore),32,256.0,0,EBS only,2.0672,1509.056,,USD,Memory optimized,15 Gigabit,2025-08-27 14:43:35.528912
c5.12xlarge,AWS,Chile (Santiago),48,96.0,0,EBS only,3.301,2409.73,,USD,Compute optimized,12 Gigabit,2025-08-27 14:43:35.528945
r7g.metal,AWS,Asia Pacific (Tokyo),64,512.0,0,EBS only,4.1344,3018.112,,USD,Memory optimized,30 Gigabit,2025-08-27 14:43:35.529031
c5n.large,AWS,EU (Paris),2,5.25,0,EBS only,0.128,93.44,,USD,Compute optimized,Up to 25 Gigabit,2025-08-27 14:43:35.529125
g6.48xlarge,AWS,Asia Pacific (Sydney),192,768.0,8,8 x 940 NVMe SSD,17.35817,12671.464100000001,,USD,GPU instance,100 Gigabit,2025-08-27 14:43:35.529222
p3.16xlarge,AWS,Asia Pacific (Seoul),64,488.0,0,EBS only,33.872,24726.56,,USD,GPU instance,25 Gigabit,2025-08-27 14:43:35.529256
hpc7a.96xlarge,AWS,EU (Ireland),192,768.0,0,EBS only,7.7252,5639.396,,USD,Compute optimized,300 Gigabit,2025-08-27 14:43:35.529342
i4i.2xlarge,AWS,Asia Pacific (Hong Kong),8,64.0,1,1 x 1875 NVMe SSD,0.906,661.38,,USD,Storage optimized,Up to 12 Gigabit,2025-08-27 14:43:35.529438
r6a.metal,AWS,US East (Ohio),192,1536.0,0,EBS only,10.8864,7947.072,,USD,Memory optimized,50000 Megabit,2025-08-27 14:43:35.529531
r6gd.metal,AWS,Canada (Central),64,512.0,2,2 x 1900 NVMe SSD,4.0448,2952.704,,USD,Memory optimized,25 Gigabit,2025-08-27 14:43:35.529622
c6i.xlarge,AWS,Mexico (Central),4,8.0,0,EBS only,0.1785,130.305,,USD,Compute optimized,Up to 12500 Megabit,2025-08-27 14:43:35.529713
r5ad.4xlarge,AWS,US East (N. Virginia),16,128.0,2,2 x 300 NVMe SSD,1.048,765.0400000000001,,USD,Memory optimized,Up to 10 Gigabit,2025-08-27 14:43:35.529804
t2.xlarge,AWS,South America (Sao Paulo),4,16.0,0,EBS only,0.2976,217.248,,USD,General purpose,Moderate,2025-08-27 14:43:35.529898
hpc7g.16xlarge,AWS,Asia Pacific (Tokyo),64,128.0,0,EBS only,2.1117,1541.541,,USD,Compute optimized,200 Gigabit,2025-08-27 14:43:36.110855
c5n.9xlarge,AWS,Africa (Cape Town),36,96.0,0,EBS only,2.614,1908.2199999999998,,USD,Compute optimized,50 Gigabit,2025-08-27 14:43:36.110936
m7i-flex.xlarge,AWS,EU (Ireland),4,16.0,0,EBS only,0.21346,155.82580000000002,,USD,General purpose,Up to 12500 Megabit,2025-08-27 14:43:36.110987
r5d.16xlarge,AWS,US East (N. Virginia),64,512.0,4,4 x 600 NVMe SSD,4.608,3363.8399999999997,,USD,Memory optimized,20 Gigabit,2025-08-27 14:43:36.111040
inf1.2xlarge,AWS,EU (Paris),8,16.0,0,EBS only,0.423,308.78999999999996,,USD,Machine Learning ASIC Instances,Up to 25 Gigabit,2025-08-27 14:43:36.111087
m6g.xlarge,AWS,US East (N. Virginia),4,16.0,0,EBS only,0.154,112.42,,USD,General purpose,Up to 10 Gigabit,2025-08-27 14:43:36.111132
r8g.metal-24xl,AWS,Asia Pacific (Malaysia),96,768.0,0,EBS only,5.7984,4232.832,,USD,Memory optimized,40 Gigabit,2025-08-27 14:43:36.111178
m5.2xlarge,AWS,US East (N. Virginia),8,32.0,0,EBS only,0.384,280.32,,USD,General purpose,Up to 10 Gigabit,2025-08-27 14:43:36.111223
c6i.large,AWS,Mexico (Central),2,4.0,0,EBS only,0.08925,65.1525,,USD,Compute optimized,Up to 12500 Megabit,2025-08-27 14:43:36.111269
r7i.8xlarge,AWS,Europe (Spain),32,256.0,0,EBS only,2.3688,1729.224,,USD,Memory optimized,12500 Megabit,2025-08-27 14:43:36.111314
m6id.16xlarge,AWS,Asia Pacific (Tokyo),64,256.0,2,2 x 1900 NVMe SSD,4.9056,3581.0879999999997,,USD,General purpose,25000 Megabit,2025-08-27 14:43:36.111498
i3en.12xlarge,AWS,South America (Sao Paulo),48,384.0,4,4 x 7500 NVMe SSD,8.64,6307.200000000001,,USD,Storage optimized,50 Gigabit,2025-08-27 14:43:36.111566
t3a.medium,AWS,EU (Paris),2,4.0,0,EBS only,0.0425,31.025000000000002,,USD,General purpose,Up to 5 Gigabit,2025-08-27 14:43:36.111622
m6id.4xlarge,AWS,EU (Ireland),16,64.0,1,1 x 950 NVMe SSD,1.0584,772.6320000000001,,USD,General purpose,Up to 12500 Megabit,2025-08-27 14:43:36.111671
m6id.large,AWS,Asia Pacific (Thailand),2,8.0,1,1 x 118 NVMe SSD,0.12584,91.8632,,USD,General purpose,Up to 12500 Megabit,2025-08-27 14:43:36.111731
m5.large,AWS,Asia Pacific (Mumbai),2,8.0,0,EBS only,0.101,73.73,,USD,General purpose,Up to 10 Gigabit,2025-08-27 14:43:36.111781
c7g.medium,AWS,Asia Pacific (Hyderabad),1,2.0,0,EBS only,0.0245,17.885,,USD,Compute optimized,Up to 12500 Megabit,2025-08-27 14:43:36.111866
m6in.large,AWS,US East (Ohio),2,8.0,0,EBS only,0.13923,101.63789999999999,,USD,General purpose,Up to 25000 Megabit,2025-08-27 14:43:36.112107
m7i.4xlarge,AWS,Asia Pacific (Osaka),16,64.0,0,EBS only,1.0416,760.368,,USD,General purpose,Up to 12500 Megabit,2025-08-27 14:43:36.112212
m6g.12xlarge,AWS,Mexico (Central),48,192.0,0,EBS only,1.9406,1416.6380000000001,,USD,General purpose,20 Gigabit,2025-08-27 14:43:36.112277
r5ad.8xlarge,AWS,US East (N. Virginia),32,256.0,2,2 x 600 NVMe SSD,2.096,1530.0800000000002,,USD,Memory optimized,Up to 10 Gigabit,2025-08-27 14:43:36.112333
c8g.large,AWS,Europe (Spain),2,4.0,0,EBS only,0.08526,62.2398,,USD,Compute optimized,Up to 12.5 Gigabit,2025-08-27 14:43:36.112398
r7gd.12xlarge,AWS,Africa (Cape Town),48,384.0,2,2 x 1425 NVMe SSD,4.3092,3145.716,,USD,Memory optimized,22500 Megabit,2025-08-27 14:43:36.112451
c7gd.2xlarge,AWS,South America (Sao Paulo),8,16.0,1,1 x 475 NVMe SSD,0.5632,411.136,,USD,Compute optimized,Up to 15 Gigabit,2025-08-27 14:43:36.112499
c5ad.8xlarge,AWS,US West (Oregon),32,64.0,2,2 x 600 NVMe SSD,1.376,1004.4799999999999,,USD,Compute optimized,10 Gigabit,2025-08-27 14:43:36.112546
m7g.4xlarge,AWS,South America (Sao Paulo),16,64.0,0,EBS only,1.0404,759.492,,USD,General purpose,Up to 15 Gigabit,2025-08-27 14:43:36.112593
c6g.xlarge,AWS,US East (N. Virginia),4,8.0,0,EBS only,0.136,99.28,,USD,Compute optimized,Up to 10 Gigabit,2025-08-27 14:43:36.112640
m6idn.2xlarge,AWS,Asia Pacific (Singapore),8,32.0,1,1 x 474 NVMe SSD,0.78156,570.5388,,USD,General purpose,Up to 40000 Megabit,2025-08-27 14:43:36.112687
f2.6xlarge,AWS,US East (N. Virginia),24,256.0,1,1 x 950 NVMe SSD,1.98,1445.4,,USD,FPGA Instances,12.5 Gigabit,2025-08-27 14:43:36.112706
d2.4xlarge,AWS,US East (N. Virginia),16,122.0,12,12 x 2000 HDD,2.76,2014.8,,USD,Storage optimized,High,2025-08-27 14:43:36.112749
r7g.metal,AWS,EU (Milan),64,512.0,0,EBS only,4.0161,2931.7529999999997,,USD,Memory optimized,30 Gigabit,2025-08-27 14:43:36.112800
t3.small,AWS,Asia Pacific (Sydney),2,2.0,0,EBS only,0.0264,19.272,,USD,General purpose,Up to 5 Gigabit,2025-08-27 14:43:36.112848
c8gd.large,AWS,EU (Frankfurt),2,4.0,1,1 x 118 NVMe SSD,0.1133,82.709,,USD,Compute optimized,Up to 12500 Megabit,2025-08-27 14:43:36.112867
r6idn.large,AWS,EU (Stockholm),2,16.0,1,1 x 118 NVMe SSD,0.20709,151.1757,,USD,Memory optimized,Up to 25000 Megabit,2025-08-27 14:43:36.112914
c8g.24xlarge,AWS,Canada (Central),96,192.0,0,EBS only,4.17408,3047.0784,,USD,Compute optimized,40 Gigabit,2025-08-27 14:43:36.112963
m5a.16xlarge,AWS,South America (Sao Paulo),64,256.0,0,EBS only,4.416,3223.6800000000003,,USD,General purpose,12 Gigabit,2025-08-27 14:43:36.113018
c7i.2xlarge,AWS,Asia Pacific (Jakarta),8,16.0,0,EBS only,0.4116,300.468,,USD,Compute optimized,Up to 12500 Megabit,2025-08-27 14:43:36.113067
g4dn.16xlarge,AWS,EU (Paris),64,256.0,900,900 GB NVMe SSD,5.088,3714.2400000000002,,USD,GPU instance,50 Gigabit,2025-08-27 14:43:36.113114
m6idn.8xlarge,AWS,US East (N. Virginia),32,128.0,1,1 x 1900 NVMe SSD,2.54592,1858.5216,,USD,General purpose,50000 Megabit,2025-08-27 14:43:36.113162
r5.4xlarge,AWS,New Zealand (Auckland),16,128.0,0,EBS only,1.631,1190.63,,USD,Memory optimized,Up to 10 Gigabit,2025-08-27 14:43:36.113179
r6i.large,AWS,US East (Atlanta),2,16.0,0,EBS only,0.1575,114.975,,USD,Memory optimized,Up to 12500 Megabit,2025-08-27 14:43:36.113193
c7i.large,AWS,EU (Paris),2,4.0,0,EBS only,0.10605,77.4165,,USD,Compute optimized,Up to 12500 Megabit,2025-08-27 14:43:36.113236
i3.xlarge,AWS,US West (Oregon),4,30.5,1,1 x 950 NVMe SSD,0.312,227.76,,USD,Storage optimized,Up to 10 Gigabit,2025-08-27 14:43:36.113285
x2idn.16xlarge,AWS,South America (Sao Paulo),64,1024.0,1,1 x 1900 NVMe SSD,13.005,9493.650000000001,,USD,Memory optimized,50 Gigabit,2025-08-27 14:43:36.113334
r6a.metal,AWS,Asia Pacific (Hyderabad),192,1536.0,0,EBS only,6.864,5010.72,,USD,Memory optimized,50000 Megabit,2025-08-27 14:43:36.113381
inf1.24xlarge,AWS,EU (London),96,192.0,0,EBS only,5.53,4036.9,,USD,Machine Learning ASIC Instances,100 Gigabit,2025-08-27 14:43:36.113427
r7g.metal,AWS,Asia Pacific (Singapore),64,512.0,0,EBS only,4.1344,3018.112,,USD,Memory optimized,30 Gigabit,2025-08-27 14:43:36.113471
m6gd.2xlarge,AWS,Asia Pacific (Singapore),8,32.0,1,1 x 475 NVMe SSD,0.452,329.96000000000004,,USD,General purpose,Up to 10 Gigabit,2025-08-27 14:43:36.113516
c6g.large,AWS,Asia Pacific (Malaysia),2,4.0,0,EBS only,0.0666,48.618,,USD,Compute optimized,Up to 10 Gigabit,2025-08-27 14:43:36.113560
r6i.16xlarge,AWS,US East (Houston),64,512.0,0,EBS only,5.04,3679.2,,USD,Memory optimized,25000 Megabit,2025-08-27 14:43:36.113576
g4dn.2xlarge,AWS,Asia Pacific (Hong Kong),8,32.0,225,225 GB NVMe SSD,1.158,845.3399999999999,,USD,GPU instance,Up to 25 Gigabit,2025-08-27 14:43:36.113619
c6g.16xlarge,AWS,Asia Pacific (Seoul),64,128.0,0,EBS only,2.464,1798.72,,USD,Compute optimized,25 Gigabit,2025-08-27 14:43:36.113665
u-6tb1.56xlarge,AWS,US East (Ohio),224,6144.0,0,EBS only,46.40391,33874.8543,,USD,Memory optimized,100 Gigabit,2025-08-27 14:43:36.113711
r6i.2xlarge,AWS,EU (Milan),8,64.0,0,EBS only,0.592,432.15999999999997,,USD,Memory optimized,Up to 12500 Megabit,2025-08-27 14:43:36.113758
c6in.4xlarge,AWS,US East (New York City),16,32.0,0,EBS only,1.134,827.8199999999999,,USD,Compute optimized,Up to 50000 Megabit,2025-08-27 14:43:36.113774
r7i.2xlarge,AWS,EU (Paris),8,64.0,0,EBS only,0.6216,453.76800000000003,,USD,Memory optimized,Up to 12500 Megabit,2025-08-27 14:43:36.113816
m8g.12xlarge,AWS,EU (Ireland),48,192.0,0,EBS only,2.40096,1752.7008,,USD,General purpose,22.5 Gigabit,2025-08-27 14:43:36.113864
m5a.24xlarge,AWS,US West (Oregon),96,384.0,0,EBS only,4.128,3013.44,,USD,General purpose,20 Gigabit,2025-08-27 14:43:36.113911
c7g.medium,AWS,Asia Pacific (Seoul),1,2.0,0,EBS only,0.0408,29.784000000000002,,USD,Compute optimized,Up to 12500 Megabit,2025-08-27 14:43:36.113957
m6i.large,AWS,EU (Frankfurt),2,8.0,0,EBS only,0.115,83.95,,USD,General purpose,Up to 12500 Megabit,2025-08-27 14:43:36.114001
m6id.xlarge,AWS,US West (N. California),4,16.0,1,1 x 237 NVMe SSD,0.2793,203.88899999999998,,USD,General purpose,Up to 12500 Megabit,2025-08-27 14:43:36.114045
i3en.large,AWS,EU (Milan),2,16.0,1,1 x 1250 NVMe SSD,0.262,191.26000000000002,,USD,Storage optimized,Up to 25 Gigabit,2025-08-27 14:43:36.114093
i2.2xlarge,AWS,US West (Oregon),8,61.0,2,2 x 800 SSD,1.705,1244.65,,USD,Storage optimized,High,2025-08-27 14:43:36.114135
c5.4xlarge,AWS,EU (Paris),16,32.0,0,EBS only,0.808,589.84,,USD,Compute optimized,Up to 10 Gigabit,2025-08-27 14:43:36.114183
m7g.medium,AWS,Asia Pacific (Melbourne),1,4.0,0,EBS only,0.051,37.23,,USD,General purpose,Up to 12500 Megabit,2025-08-27 14:43:36.114291
i4i.32xlarge,AWS,Asia Pacific (Osaka),128,1024.0,8,8 x 3750 SSD,12.8832,9404.736,,USD,Storage optimized,75000 Megabit,2025-08-27 14:43:36.114339
r7g.metal,AWS,EU (Paris),64,512.0,0,EBS only,4.0256,2938.688,,USD,Memory optimized,30 Gigabit,2025-08-27 14:43:36.114386
g5.12xlarge,AWS,Asia Pacific (Jakarta),48,192.0,1,1 x 3800 GB NVMe SSD,7.93854,5795.1341999999995,,USD,GPU instance,40 Gigabit,2025-08-27 14:43:36.114436
